[ASSETS]
Objects/brick.txt
Objects/brick_fragment.txt
Objects/brick_test.txt
Objects/mario.txt
Objects/bullet.txt
Objects/background.txt
Objects/pipe.txt

[MAP]
3376 480

[OBJECTS]

########## BACKGROUND ##########
# type x y z
1 1504 448 0.5
1 1520 448 0.5
1 1536 448 0.5
1 1552 448 0.5
1 1568 448 0.5
1 1584 448 0.5
1 1600 448 0.5
1 1616 448 0.5
1 1632 448 0.5
1 1648 448 0.5
1 1664 448 0.5
1 1680 448 0.5
1 1696 448 0.5
1 1712 448 0.5
1 1728 448 0.5
1 1744 448 0.5
1 1760 448 0.5
1 1776 448 0.5
1 1792 448 0.5
1 1808 448 0.5
1 1824 448 0.5
1 1840 448 0.5
1 1856 448 0.5
1 1872 448 0.5
1 1888 448 0.5
1 1904 448 0.5
1 1920 448 0.5
1 1936 448 0.5
1 1952 448 0.5
1 1968 448 0.5
1 1984 448 0.5
1 2000 448 0.5
1 2016 448 0.5
1 2032 448 0.5
1 2048 448 0.5
1 2064 448 0.5
1 2080 448 0.5
1 2096 448 0.5
1 2112 448 0.5
1 2128 448 0.5
1 2144 448 0.5
1 2160 448 0.5
1 2176 448 0.5
1 2192 448 0.5
1 2208 448 0.5
1 2224 448 0.5
1 2240 448 0.5
1 2256 448 0.5
1 2272 448 0.5
1 2288 448 0.5
1 2304 448 0.5
1 2320 448 0.5
1 2336 448 0.5
1 2352 448 0.5
1 2368 448 0.5
1 2384 448 0.5
1 2400 448 0.5
1 2416 448 0.5
1 2432 448 0.5


1 2480 448 0.5
1 2496 448 0.5
1 2512 448 0.5
1 2528 448 0.5
1 2544 448 0.5
1 2560 448 0.5
1 2576 448 0.5
1 2592 448 0.5
1 2608 448 0.5
1 2624 448 0.5
1 2640 448 0.5
1 2656 448 0.5
1 2672 448 0.5
1 2688 448 0.5
1 2704 448 0.5
1 2720 448 0.5
1 2736 448 0.5
1 2752 448 0.5
1 2768 448 0.5
1 2784 448 0.5
1 2800 448 0.5
1 2816 448 0.5
1 2832 448 0.5
1 2848 448 0.5
1 2864 448 0.5
1 2880 448 0.5
1 2896 448 0.5
1 2912 448 0.5
1 2928 448 0.5
1 2944 448 0.5
1 2960 448 0.5
1 2976 448 0.5
1 2992 448 0.5
1 3008 448 0.5
1 3024 448 0.5
1 3040 448 0.5
1 3056 448 0.5
1 3072 448 0.5
1 3088 448 0.5
1 3104 448 0.5
1 3120 448 0.5
1 3136 448 0.5
1 3152 448 0.5
1 3168 448 0.5
1 3184 448 0.5
1 3200 448 0.5
1 3216 448 0.5
1 3232 448 0.5
1 3248 448 0.5
1 3264 448 0.5
1 3280 448 0.5
1 3296 448 0.5
1 3312 448 0.5
1 3328 448 0.5
1 3344 448 0.5
1 3360 448 0.5

# --- Staircase ---
1 2144 432 0.5
1 2160 432 0.5
1 2176 432 0.5
1 2192 432 0.5
1 2160 416 0.5
1 2176 416 0.5
1 2192 416 0.5
1 2176 400 0.5
1 2192 400 0.5
1 2192 384 0.5
1 2288 432 0.5
1 2240 432 0.5
1 2256 432 0.5
1 2272 432 0.5
1 2240 416 0.5
1 2256 416 0.5
1 2272 416 0.5
1 2240 400 0.5
1 2256 400 0.5
1 2240 384 0.5
1 2368 432 0.5
1 2384 432 0.5
1 2400 432 0.5
1 2416 432 0.5
1 2432 432 0.5
1 2384 416 0.5
1 2400 416 0.5
1 2416 416 0.5
1 2432 416 0.5
1 2400 400 0.5
1 2416 400 0.5
1 2432 400 0.5
1 2416 384 0.5
1 2432 384 0.5
1 2480 416 0.5
1 2496 432 0.5
1 2512 432 0.5
1 2528 432 0.5
1 2480 416 0.5
1 2496 416 0.5
1 2512 416 0.5
1 2480 400 0.5
1 2496 400 0.5
1 2480 384 0.5
1 2896 432 0.5
1 2912 432 0.5
1 2928 432 0.5
1 2944 432 0.5
1 2960 432 0.5
1 2976 432 0.5
1 2992 432 0.5
1 3008 432 0.5
1 3024 432 0.5
1 2912 416 0.5
1 2928 416 0.5
1 2944 416 0.5
1 2960 416 0.5
1 2976 416 0.5
1 2992 416 0.5
1 3008 416 0.5
1 3024 416 0.5
1 2928 400 0.5
1 2944 400 0.5
1 2960 400 0.5
1 2976 400 0.5
1 2992 400 0.5
1 3008 400 0.5
1 3024 400 0.5
1 2944 384 0.5
1 2960 384 0.5
1 2976 384 0.5
1 2992 384 0.5
1 3008 384 0.5
1 3024 384 0.5
1 2960 368 0.5
1 2976 368 0.5
1 2992 368 0.5
1 3008 368 0.5
1 3024 368 0.5
1 2976 352 0.5
1 2992 352 0.5
1 3008 352 0.5
1 3024 352 0.5
1 2992 336 0.5
1 3008 336 0.5
1 3024 336 0.5
1 3008 320 0.5
1 3024 320 0.5
1 3168 432 0.5
